joker_a,joker_b,weight,shared_tags
Glass Joker,Seeing Double,1,xmult
Glass Joker,Sixth Sense,1,destruction
Glass Joker,Spare Trousers,1,scaling
Glass Joker,Square Joker,1,scaling
Glass Joker,Steel Joker,3,enhancements|scaling|xmult
Glass Joker,Stone Joker,2,enhancements|scaling
Glass Joker,The Duo,1,xmult
Glass Joker,The Family,1,xmult
Glass Joker,The Idol,1,xmult
Glass Joker,The Order,1,xmult
Glass Joker,The Tribe,1,xmult
Glass Joker,The Trio,1,xmult
Glass Joker,Throwback,1,xmult
Glass Joker,Trading Card,1,destruction
Glass Joker,Triboulet,1,xmult
Glass Joker,Troubadour,1,scaling
Glass Joker,Vampire,3,enhancements|scaling|xmult
Glass Joker,Wee Joker,1,scaling
Glass Joker,Yorick,1,xmult
Gluttonous Joker,Greedy Joker,1,+mult
Gluttonous Joker,Green Joker,1,+mult
Gluttonous Joker,Gros Michel,1,+mult
Gluttonous Joker,Half Joker,1,+mult
Gluttonous Joker,Joker,1,+mult
Gluttonous Joker,Jolly Joker,1,+mult
Gluttonous Joker,Lusty Joker,1,+mult
Gluttonous Joker,Mad Joker,1,+mult
Gluttonous Joker,Mystic Summit,1,+mult
Gluttonous Joker,Onyx Agate,2,+mult|suit:Clubs
Gluttonous Joker,Popcorn,1,+mult
Gluttonous Joker,Red Card,1,+mult
Gluttonous Joker,Ride the Bus,1,+mult
Gluttonous Joker,Scholar,1,+mult
Gluttonous Joker,Seeing Double,1,suit:Clubs
Gluttonous Joker,Shoot the Moon,1,+mult
Gluttonous Joker,Smeared Joker,1,suit:Clubs
Gluttonous Joker,Smiley Face,1,+mult
Gluttonous Joker,Spare Trousers,1,+mult
Gluttonous Joker,Walkie Talkie,1,+mult
Gluttonous Joker,Wrathful Joker,1,+mult
Gluttonous Joker,Zany Joker,1,+mult
Golden Joker,Golden Ticket,1,economy
Golden Joker,Mail-In Rebate,1,economy
Golden Joker,Matador,1,economy
Golden Joker,Reserved Parking,1,economy
Golden Joker,Rocket,1,economy
Golden Joker,Rough Gem,1,economy
Golden Joker,Satellite,1,economy
Golden Joker,Swashbuckler,1,economy
Golden Joker,To Do List,1,economy
Golden Joker,To the Moon,1,economy
Golden Joker,Trading Card,1,economy
Golden Joker,Vagabond,1,economy
Golden Ticket,Lucky Cat,1,enhancements
Golden Ticket,Mail-In Rebate,1,economy
Golden Ticket,Marble Joker,1,enhancements
Golden Ticket,Matador,1,economy
Golden Ticket,Midas Mask,1,enhancements
Golden Ticket,Reserved Parking,1,economy
Golden Ticket,Rocket,1,economy
Golden Ticket,Rough Gem,1,economy
Golden Ticket,Satellite,1,economy
Golden Ticket,Steel Joker,1,enhancements
Golden Ticket,Stone Joker,1,enhancements
Golden Ticket,Swashbuckler,1,economy
Golden Ticket,To Do List,1,economy
Golden Ticket,To the Moon,1,economy
Golden Ticket,Trading Card,1,economy
Golden Ticket,Vagabond,1,economy
Golden Ticket,Vampire,1,enhancements
Greedy Joker,Green Joker,1,+mult
Greedy Joker,Gros Michel,1,+mult
Greedy Joker,Half Joker,1,+mult
Greedy Joker,Joker,1,+mult
Greedy Joker,Jolly Joker,1,+mult
Greedy Joker,Lusty Joker,1,+mult
Greedy Joker,Mad Joker,1,+mult
Greedy Joker,Mystic Summit,1,+mult
Greedy Joker,Onyx Agate,1,+mult
Greedy Joker,Popcorn,1,+mult
Greedy Joker,Red Card,1,+mult
Greedy Joker,Ride the Bus,1,+mult
Greedy Joker,Rough Gem,1,suit:Diamonds
Greedy Joker,Scholar,1,+mult
Greedy Joker,Shoot the Moon,1,+mult
Greedy Joker,Smeared Joker,1,suit:Diamonds
Greedy Joker,Smiley Face,1,+mult
Greedy Joker,Spare Trousers,1,+mult
Greedy Joker,Walkie Talkie,1,+mult
Greedy Joker,Wrathful Joker,1,+mult
Greedy Joker,Zany Joker,1,+mult
Green Joker,Gros Michel,1,+mult
Green Joker,Half Joker,1,+mult
Green Joker,Hiker,1,scaling
Green Joker,Hit the Road,2,discards|scaling
Green Joker,Hologram,1,scaling
Green Joker,Joker,1,+mult
Green Joker,Jolly Joker,1,+mult
Green Joker,Lucky Cat,1,scaling
Green Joker,Lusty Joker,1,+mult
Green Joker,Mad Joker,1,+mult
Green Joker,Mail-In Rebate,1,discards
Green Joker,Merry Andy,1,discards
Green Joker,Mystic Summit,2,+mult|discards
Green Joker,Obelisk,1,scaling
Green Joker,Onyx Agate,1,+mult
Green Joker,Popcorn,2,+mult|scaling
Green Joker,Ramen,2,discards|scaling
Green Joker,Red Card,2,+mult|scaling
Green Joker,Ride the Bus,2,+mult|scaling
Green Joker,Rocket,1,scaling
Green Joker,Runner,1,scaling
Green Joker,Satellite,1,scaling
Green Joker,Scholar,1,+mult
Green Joker,Shoot the Moon,1,+mult
Green Joker,Smiley Face,1,+mult
Green Joker,Spare Trousers,2,+mult|scaling
Green Joker,Square Joker,1,scaling
Green Joker,Steel Joker,1,scaling
Green Joker,Stone Joker,1,scaling
Green Joker,Trading Card,1,discards
Green Joker,Troubadour,1,scaling
Green Joker,Vampire,1,scaling
Green Joker,Walkie Talkie,1,+mult
Green Joker,Wee Joker,1,scaling
Green Joker,Wrathful Joker,1,+mult
Green Joker,Yorick,1,discards
Green Joker,Zany Joker,1,+mult
Gros Michel,Half Joker,1,+mult
Gros Michel,Hallucination,1,probability
Gros Michel,Joker,1,+mult
Gros Michel,Jolly Joker,1,+mult
Gros Michel,Lusty Joker,1,+mult
Gros Michel,Mad Joker,1,+mult
Gros Michel,Madness,1,destruction
Gros Michel,Mystic Summit,1,+mult
Gros Michel,Onyx Agate,1,+mult
Gros Michel,Popcorn,1,+mult
Gros Michel,Red Card,1,+mult
Gros Michel,Reserved Parking,1,probability
Gros Michel,Ride the Bus,1,+mult
Gros Michel,Scholar,1,+mult
Gros Michel,Shoot the Moon,1,+mult
Gros Michel,Sixth Sense,1,destruction
Gros Michel,Smiley Face,1,+mult
Gros Michel,Space Joker,1,probability
Gros Michel,Spare Trousers,1,+mult
Gros Michel,Trading Card,1,destruction
Gros Michel,Walkie Talkie,1,+mult
Gros Michel,Wrathful Joker,1,+mult
Gros Michel,Zany Joker,1,+mult
Hack,Hanging Chad,1,retrigger
Hack,Mime,1,retrigger
Hack,Seltzer,1,retrigger
Hack,Sock and Buskin,1,retrigger
Half Joker,Joker,1,+mult
Half Joker,Jolly Joker,1,+mult
Half Joker,Lusty Joker,1,+mult
Half Joker,Mad Joker,1,+mult
Half Joker,Mystic Summit,1,+mult
Half Joker,Onyx Agate,1,+mult
Half Joker,Popcorn,1,+mult
Half Joker,Red Card,1,+mult
Half Joker,Ride the Bus,1,+mult
Half Joker,Scholar,1,+mult
Half Joker,Shoot the Moon,1,+mult
Half Joker,Smiley Face,1,+mult
Half Joker,Spare Trousers,1,+mult
Half Joker,Walkie Talkie,1,+mult
Half Joker,Wrathful Joker,1,+mult
Half Joker,Zany Joker,1,+mult
Hallucination,Reserved Parking,1,probability
Hallucination,Showman,1,tarot
Hallucination,Space Joker,1,probability
Hallucination,Superposition,1,tarot
Hallucination,Vagabond,1,tarot
Hanging Chad,Mime,1,retrigger
Hanging Chad,Seltzer,1,retrigger
Hanging Chad,Sock and Buskin,1,retrigger
Hiker,Hit the Road,1,scaling
Hiker,Hologram,1,scaling
Hiker,Ice Cream,1,+chips
Hiker,Lucky Cat,1,scaling
Hiker,Obelisk,1,scaling
Hiker,Odd Todd,1,+chips
Hiker,Popcorn,1,scaling
Hiker,Ramen,1,scaling
Hiker,Red Card,1,scaling
Hiker,Ride the Bus,1,scaling
Hiker,Rocket,1,scaling
Hiker,Runner,2,+chips|scaling
Hiker,Satellite,1,scaling
Hiker,Scary Face,1,+chips
Hiker,Scholar,1,+chips
Hiker,Sly Joker,1,+chips
Hiker,Spare Trousers,1,scaling
Hiker,Square Joker,2,+chips|scaling
Hiker,Steel Joker,1,scaling
Hiker,Stone Joker,2,+chips|scaling
Hiker,Stuntman,1,+chips
Hiker,Troubadour,1,scaling
Hiker,Vampire,1,scaling
Hiker,Walkie Talkie,1,+chips
Hiker,Wee Joker,2,+chips|scaling
Hiker,Wily Joker,1,+chips
Hit the Road,Hologram,2,scaling|xmult
Hit the Road,Joker Stencil,1,xmult
Hit the Road,Loyalty Card,1,xmult
Hit the Road,Lucky Cat,2,scaling|xmult
Hit the Road,Madness,1,xmult
Hit the Road,Mail-In Rebate,1,discards
Hit the Road,Merry Andy,1,discards
Hit the Road,Midas Mask,1,face-cards
Hit the Road,Mystic Summit,1,discards
Hit the Road,Obelisk,2,scaling|xmult
Hit the Road,Pareidolia,1,face-cards
Hit the Road,Photograph,2,face-cards|xmult
Hit the Road,Popcorn,1,scaling
Hit the Road,Ramen,3,discards|scaling|xmult
Hit the Road,Red Card,1,scaling
Hit the Road,Reserved Parking,1,face-cards
Hit the Road,Ride the Bus,2,face-cards|scaling
Hit the Road,Rocket,1,scaling
Hit the Road,Runner,1,scaling
Hit the Road,Satellite,1,scaling
Hit the Road,Scary Face,1,face-cards
Hit the Road,Seeing Double,1,xmult
Hit the Road,Shoot the Moon,1,face-cards
Hit the Road,Smiley Face,1,face-cards
Hit the Road,Sock and Buskin,1,face-cards
Hit the Road,Spare Trousers,1,scaling
Hit the Road,Square Joker,1,scaling
Hit the Road,Steel Joker,2,scaling|xmult
Hit the Road,Stone Joker,1,scaling
Hit the Road,The Duo,1,xmult
Hit the Road,The Family,1,xmult
Hit the Road,The Idol,1,xmult
Hit the Road,The Order,1,xmult
Hit the Road,The Tribe,1,xmult
Hit the Road,The Trio,1,xmult
Hit the Road,Throwback,1,xmult
Hit the Road,Trading Card,1,discards
Hit the Road,Triboulet,2,face-cards|xmult
Hit the Road,Troubadour,1,scaling
Hit the Road,Vampire,2,scaling|xmult
Hit the Road,Wee Joker,1,scaling
Hit the Road,Yorick,2,discards|xmult
Hologram,Joker Stencil,1,xmult
Hologram,Loyalty Card,1,xmult
Hologram,Lucky Cat,2,scaling|xmult
Hologram,Madness,1,xmult
Hologram,Marble Joker,1,deck-size
Hologram,Obelisk,2,scaling|xmult
Hologram,Photograph,1,xmult
Hologram,Popcorn,1,scaling
Hologram,Ramen,2,scaling|xmult
Hologram,Red Card,1,scaling
Hologram,Ride the Bus,1,scaling
Hologram,Rocket,1,scaling
Hologram,Runner,1,scaling
Hologram,Satellite,1,scaling
Hologram,Seeing Double,1,xmult
Hologram,Spare Trousers,1,scaling
Hologram,Square Joker,1,scaling
Hologram,Steel Joker,3,deck-size|scaling|xmult
Hologram,Stone Joker,2,deck-size|scaling
Hologram,The Duo,1,xmult
Hologram,The Family,1,xmult
Hologram,The Idol,1,xmult
Hologram,The Order,1,xmult
Hologram,The Tribe,1,xmult
Hologram,The Trio,1,xmult
Hologram,Throwback,1,xmult
Hologram,Triboulet,1,xmult
Hologram,Troubadour,1,scaling
Hologram,Vampire,2,scaling|xmult
Hologram,Wee Joker,1,scaling
Hologram,Yorick,1,xmult
Ice Cream,Odd Todd,1,+chips
Ice Cream,Runner,1,+chips
Ice Cream,Scary Face,1,+chips
Ice Cream,Scholar,1,+chips
Ice Cream,Sly Joker,1,+chips
Ice Cream,Square Joker,1,+chips
Ice Cream,Stone Joker,1,+chips
Ice Cream,Stuntman,1,+chips
Ice Cream,Walkie Talkie,1,+chips
Ice Cream,Wee Joker,1,+chips
Ice Cream,Wily Joker,1,+chips
Invisible Joker,Joker Stencil,1,joker-synergy
Invisible Joker,Madness,1,joker-synergy
Invisible Joker,Riff-raff,1,joker-synergy
Invisible Joker,Showman,1,joker-synergy
Invisible Joker,Steel Joker,1,joker-synergy
Invisible Joker,Stone Joker,1,joker-synergy
Invisible Joker,Swashbuckler,1,joker-synergy
Invisible Joker,Wee Joker,1,joker-synergy
Joker,Jolly Joker,1,+mult
Joker,Lusty Joker,1,+mult
Joker,Mad Joker,1,+mult
Joker,Mystic Summit,1,+mult
Joker,Onyx Agate,1,+mult
Joker,Popcorn,1,+mult
Joker,Red Card,1,+mult
Joker,Ride the Bus,1,+mult
Joker,Scholar,1,+mult
Joker,Shoot the Moon,1,+mult
Joker,Smiley Face,1,+mult
Joker,Spare Trousers,1,+mult
Joker,Walkie Talkie,1,+mult
Joker,Wrathful Joker,1,+mult
Joker,Zany Joker,1,+mult
Joker Stencil,Loyalty Card,1,xmult
Joker Stencil,Lucky Cat,1,xmult
Joker Stencil,Madness,2,joker-synergy|xmult
Joker Stencil,Obelisk,1,xmult
Joker Stencil,Photograph,1,xmult
Joker Stencil,Ramen,1,xmult
Joker Stencil,Riff-raff,1,joker-synergy
Joker Stencil,Seeing Double,1,xmult
Joker Stencil,Showman,1,joker-synergy
Joker Stencil,Steel Joker,2,joker-synergy|xmult
Joker Stencil,Stone Joker,1,joker-synergy
Joker Stencil,Swashbuckler,1,joker-synergy
Joker Stencil,The Duo,1,xmult
Joker Stencil,The Family,1,xmult
Joker Stencil,The Idol,1,xmult
Joker Stencil,The Order,1,xmult
Joker Stencil,The Tribe,1,xmult
Joker Stencil,The Trio,1,xmult
Joker Stencil,Throwback,1,xmult
Joker Stencil,Triboulet,1,xmult
Joker Stencil,Vampire,1,xmult
Joker Stencil,Wee Joker,1,joker-synergy
Joker Stencil,Yorick,1,xmult
Jolly Joker,Lusty Joker,1,+mult
Jolly Joker,Mad Joker,1,+mult
Jolly Joker,Mystic Summit,1,+mult
Jolly Joker,Onyx Agate,1,+mult
Jolly Joker,Popcorn,1,+mult
Jolly Joker,Red Card,1,+mult
Jolly Joker,Ride the Bus,1,+mult
Jolly Joker,Scholar,1,+mult
Jolly Joker,Shoot the Moon,1,+mult
Jolly Joker,Sly Joker,1,hand:Pair
Jolly Joker,Smiley Face,1,+mult
Jolly Joker,Spare Trousers,2,+mult|hand:Pair
Jolly Joker,The Duo,1,hand:Pair
Jolly Joker,Walkie Talkie,1,+mult
Jolly Joker,Wrathful Joker,1,+mult
Jolly Joker,Zany Joker,1,+mult
Juggler,Merry Andy,1,hand-size
Juggler,Stuntman,1,hand-size
Juggler,Troubadour,1,hand-size
Juggler,Turtle Bean,1,hand-size
Loyalty Card,Lucky Cat,1,xmult
Loyalty Card,Madness,1,xmult
Loyalty Card,Obelisk,1,xmult
Loyalty Card,Photograph,1,xmult
Loyalty Card,Ramen,1,xmult
Loyalty Card,Seeing Double,1,xmult
Loyalty Card,Steel Joker,1,xmult
Loyalty Card,The Duo,1,xmult
Loyalty Card,The Family,1,xmult
Loyalty Card,The Idol,1,xmult
Loyalty Card,The Order,1,xmult
Loyalty Card,The Tribe,1,xmult
Loyalty Card,The Trio,1,xmult
Loyalty Card,Throwback,1,xmult
Loyalty Card,Triboulet,1,xmult
Loyalty Card,Vampire,1,xmult
Loyalty Card,Yorick,1,xmult
Luchador,Madness,1,blind-aware
Luchador,Matador,1,blind-aware
Luchador,Riff-raff,1,blind-aware
Luchador,Rocket,1,blind-aware
Luchador,Throwback,1,blind-aware
Lucky Cat,Madness,1,xmult
Lucky Cat,Marble Joker,1,enhancements
Lucky Cat,Midas Mask,1,enhancements
Lucky Cat,Obelisk,2,scaling|xmult
Lucky Cat,Photograph,1,xmult
Lucky Cat,Popcorn,1,scaling
Lucky Cat,Ramen,2,scaling|xmult
Lucky Cat,Red Card,1,scaling
Lucky Cat,Ride the Bus,1,scaling
Lucky Cat,Rocket,1,scaling
Lucky Cat,Runner,1,scaling
Lucky Cat,Satellite,1,scaling
Lucky Cat,Seeing Double,1,xmult
Lucky Cat,Spare Trousers,1,scaling
Lucky Cat,Square Joker,1,scaling
Lucky Cat,Steel Joker,3,enhancements|scaling|xmult
Lucky Cat,Stone Joker,2,enhancements|scaling
Lucky Cat,The Duo,1,xmult
Lucky Cat,The Family,1,xmult
Lucky Cat,The Idol,1,xmult
Lucky Cat,The Order,1,xmult
Lucky Cat,The Tribe,1,xmult
Lucky Cat,The Trio,1,xmult
Lucky Cat,Throwback,1,xmult
Lucky Cat,Triboulet,1,xmult
Lucky Cat,Troubadour,1,scaling
Lucky Cat,Vampire,3,enhancements|scaling|xmult
Lucky Cat,Wee Joker,1,scaling
Lucky Cat,Yorick,1,xmult
Lusty Joker,Mad Joker,1,+mult
Lusty Joker,Mystic Summit,1,+mult
Lusty Joker,Onyx Agate,1,+mult
Lusty Joker,Popcorn,1,+mult
Lusty Joker,Red Card,1,+mult
Lusty Joker,Ride the Bus,1,+mult
Lusty Joker,Scholar,1,+mult
Lusty Joker,Shoot the Moon,1,+mult
Lusty Joker,Smeared Joker,1,suit:Hearts
Lusty Joker,Smiley Face,1,+mult
Lusty Joker,Spare Trousers,1,+mult
Lusty Joker,Walkie Talkie,1,+mult
Lusty Joker,Wrathful Joker,1,+mult
Lusty Joker,Zany Joker,1,+mult
Mad Joker,Mystic Summit,1,+mult
Mad Joker,Onyx Agate,1,+mult
Mad Joker,Popcorn,1,+mult
Mad Joker,Red Card,1,+mult
Mad Joker,Ride the Bus,1,+mult
Mad Joker,Scholar,1,+mult
Mad Joker,Shoot the Moon,1,+mult
Mad Joker,Smiley Face,1,+mult
Mad Joker,Spare Trousers,1,+mult
Mad Joker,The Family,1,hand:Four of a Kind
Mad Joker,Walkie Talkie,1,+mult
Mad Joker,Wrathful Joker,1,+mult
Mad Joker,Zany Joker,1,+mult
Madness,Matador,1,blind-aware
Madness,Obelisk,1,xmult
Madness,Photograph,1,xmult
Madness,Ramen,1,xmult
Madness,Riff-raff,2,blind-aware|joker-synergy
Madness,Rocket,1,blind-aware
Madness,Seeing Double,1,xmult
Madness,Showman,1,joker-synergy
Madness,Sixth Sense,1,destruction
Madness,Steel Joker,2,joker-synergy|xmult
Madness,Stone Joker,1,joker-synergy
Madness,Swashbuckler,1,joker-synergy
Madness,The Duo,1,xmult
Madness,The Family,1,xmult
Madness,The Idol,1,xmult
Madness,The Order,1,xmult
Madness,The Tribe,1,xmult
Madness,The Trio,1,xmult
Madness,Throwback,2,blind-aware|xmult
Madness,Trading Card,1,destruction
Madness,Triboulet,1,xmult
Madness,Vampire,1,xmult
Madness,Wee Joker,1,joker-synergy
Madness,Yorick,1,xmult
Mail-In Rebate,Matador,1,economy
Mail-In Rebate,Merry Andy,1,discards
Mail-In Rebate,Midas Mask,1,aces
Mail-In Rebate,Mystic Summit,1,discards
Mail-In Rebate,Pareidolia,1,aces
Mail-In Rebate,Photograph,1,aces
Mail-In Rebate,Ramen,1,discards
Mail-In Rebate,Reserved Parking,2,aces|economy
Mail-In Rebate,Ride the Bus,1,aces
Mail-In Rebate,Rocket,1,economy
Mail-In Rebate,Rough Gem,1,economy
Mail-In Rebate,Satellite,1,economy
Mail-In Rebate,Scary Face,1,aces
Mail-In Rebate,Scholar,1,aces
Mail-In Rebate,Smiley Face,1,aces
Mail-In Rebate,Sock and Buskin,1,aces
Mail-In Rebate,Superposition,1,aces
Mail-In Rebate,Swashbuckler,1,economy
Mail-In Rebate,To Do List,1,economy
Mail-In Rebate,To the Moon,1,economy
Mail-In Rebate,Trading Card,2,discards|economy
Mail-In Rebate,Vagabond,1,economy
Mail-In Rebate,Yorick,1,discards
Marble Joker,Midas Mask,1,enhancements
Marble Joker,Steel Joker,2,deck-size|enhancements
Marble Joker,Stone Joker,2,deck-size|enhancements
Marble Joker,Vampire,1,enhancements
Matador,Reserved Parking,1,economy
Matador,Riff-raff,1,blind-aware
Matador,Rocket,2,blind-aware|economy
Matador,Rough Gem,1,economy
Matador,Satellite,1,economy
Matador,Swashbuckler,1,economy
Matador,Throwback,1,blind-aware
Matador,To Do List,1,economy
Matador,To the Moon,1,economy
Matador,Trading Card,1,economy
Matador,Vagabond,1,economy
Merry Andy,Mystic Summit,1,discards
Merry Andy,Ramen,1,discards
Merry Andy,Stuntman,1,hand-size
Merry Andy,Trading Card,1,discards
Merry Andy,Troubadour,1,hand-size
Merry Andy,Turtle Bean,1,hand-size
Merry Andy,Yorick,1,discards
Midas Mask,Pareidolia,2,aces|face-cards
Midas Mask,Photograph,2,aces|face-cards
Midas Mask,Reserved Parking,2,aces|face-cards
Midas Mask,Ride the Bus,2,aces|face-cards
Midas Mask,Scary Face,2,aces|face-cards
Midas Mask,Scholar,1,aces
Midas Mask,Shoot the Moon,1,face-cards
Midas Mask,Smiley Face,2,aces|face-cards
Midas Mask,Sock and Buskin,2,aces|face-cards
Midas Mask,Steel Joker,1,enhancements
Midas Mask,Stone Joker,1,enhancements
Midas Mask,Superposition,1,aces
Midas Mask,Triboulet,1,face-cards
Midas Mask,Vampire,1,enhancements
Mime,Raised Fist,1,held-in-hand
Mime,Reserved Parking,1,held-in-hand
Mime,Seltzer,1,retrigger
Mime,Shoot the Moon,1,held-in-hand
Mime,Sock and Buskin,1,retrigger
Mystic Summit,Onyx Agate,1,+mult
Mystic Summit,Popcorn,1,+mult
Mystic Summit,Ramen,1,discards
Mystic Summit,Red Card,1,+mult
Mystic Summit,Ride the Bus,1,+mult
Mystic Summit,Scholar,1,+mult
Mystic Summit,Shoot the Moon,1,+mult
Mystic Summit,Smiley Face,1,+mult
Mystic Summit,Spare Trousers,1,+mult
Mystic Summit,Trading Card,1,discards
Mystic Summit,Walkie Talkie,1,+mult
Mystic Summit,Wrathful Joker,1,+mult
Mystic Summit,Yorick,1,discards
Mystic Summit,Zany Joker,1,+mult
Obelisk,Photograph,1,xmult
Obelisk,Popcorn,1,scaling
Obelisk,Ramen,2,scaling|xmult
Obelisk,Red Card,1,scaling
Obelisk,Ride the Bus,1,scaling
Obelisk,Rocket,1,scaling
Obelisk,Runner,1,scaling
Obelisk,Satellite,1,scaling
Obelisk,Seeing Double,1,xmult
Obelisk,Spare Trousers,1,scaling
Obelisk,Square Joker,1,scaling
Obelisk,Steel Joker,2,scaling|xmult
Obelisk,Stone Joker,1,scaling
Obelisk,The Duo,1,xmult
Obelisk,The Family,1,xmult
Obelisk,The Idol,1,xmult
Obelisk,The Order,1,xmult
Obelisk,The Tribe,1,xmult
Obelisk,The Trio,1,xmult
Obelisk,Throwback,1,xmult
Obelisk,Triboulet,1,xmult
Obelisk,Troubadour,1,scaling
Obelisk,Vampire,2,scaling|xmult
Obelisk,Wee Joker,1,scaling
Obelisk,Yorick,1,xmult
Odd Todd,Runner,1,+chips
Odd Todd,Scary Face,1,+chips
Odd Todd,Scholar,1,+chips
Odd Todd,Sly Joker,1,+chips
Odd Todd,Square Joker,1,+chips
Odd Todd,Stone Joker,1,+chips
Odd Todd,Stuntman,1,+chips
Odd Todd,Walkie Talkie,1,+chips
Odd Todd,Wee Joker,1,+chips
Odd Todd,Wily Joker,1,+chips
Onyx Agate,Popcorn,1,+mult
Onyx Agate,Red Card,1,+mult
Onyx Agate,Ride the Bus,1,+mult
Onyx Agate,Scholar,1,+mult
Onyx Agate,Seeing Double,1,suit:Clubs
Onyx Agate,Shoot the Moon,1,+mult
Onyx Agate,Smeared Joker,1,suit:Clubs
Onyx Agate,Smiley Face,1,+mult
Onyx Agate,Spare Trousers,1,+mult
Onyx Agate,Walkie Talkie,1,+mult
Onyx Agate,Wrathful Joker,1,+mult
Onyx Agate,Zany Joker,1,+mult
Pareidolia,Photograph,2,aces|face-cards
Pareidolia,Reserved Parking,2,aces|face-cards
Pareidolia,Ride the Bus,2,aces|face-cards
Pareidolia,Scary Face,2,aces|face-cards
Pareidolia,Scholar,1,aces
Pareidolia,Shoot the Moon,1,face-cards
Pareidolia,Smiley Face,2,aces|face-cards
Pareidolia,Sock and Buskin,2,aces|face-cards
Pareidolia,Superposition,1,aces
Pareidolia,Triboulet,1,face-cards
Photograph,Ramen,1,xmult
Photograph,Reserved Parking,2,aces|face-cards
Photograph,Ride the Bus,2,aces|face-cards
Photograph,Scary Face,2,aces|face-cards
Photograph,Scholar,1,aces
Photograph,Seeing Double,1,xmult
Photograph,Shoot the Moon,1,face-cards
Photograph,Smiley Face,2,aces|face-cards
Photograph,Sock and Buskin,2,aces|face-cards
Photograph,Steel Joker,1,xmult
Photograph,Superposition,1,aces
Photograph,The Duo,1,xmult
Photograph,The Family,1,xmult
Photograph,The Idol,1,xmult
Photograph,The Order,1,xmult
Photograph,The Tribe,1,xmult
Photograph,The Trio,1,xmult
Photograph,Throwback,1,xmult
Photograph,Triboulet,2,face-cards|xmult
Photograph,Vampire,1,xmult
Photograph,Yorick,1,xmult
Popcorn,Ramen,1,scaling
Popcorn,Red Card,2,+mult|scaling
Popcorn,Ride the Bus,2,+mult|scaling
Popcorn,Rocket,1,scaling
Popcorn,Runner,1,scaling
Popcorn,Satellite,1,scaling
Popcorn,Scholar,1,+mult
Popcorn,Shoot the Moon,1,+mult
Popcorn,Smiley Face,1,+mult
Popcorn,Spare Trousers,2,+mult|scaling
Popcorn,Square Joker,1,scaling
Popcorn,Steel Joker,1,scaling
Popcorn,Stone Joker,1,scaling
Popcorn,Troubadour,1,scaling
Popcorn,Vampire,1,scaling
Popcorn,Walkie Talkie,1,+mult
Popcorn,Wee Joker,1,scaling
Popcorn,Wrathful Joker,1,+mult
Popcorn,Zany Joker,1,+mult
Raised Fist,Reserved Parking,1,held-in-hand
Raised Fist,Shoot the Moon,1,held-in-hand
Ramen,Red Card,1,scaling
Ramen,Ride the Bus,1,scaling
Ramen,Rocket,1,scaling
Ramen,Runner,1,scaling
Ramen,Satellite,1,scaling
Ramen,Seeing Double,1,xmult
Ramen,Spare Trousers,1,scaling
Ramen,Square Joker,1,scaling
Ramen,Steel Joker,2,scaling|xmult
Ramen,Stone Joker,1,scaling
Ramen,The Duo,1,xmult
Ramen,The Family,1,xmult
Ramen,The Idol,1,xmult
Ramen,The Order,1,xmult
Ramen,The Tribe,1,xmult
Ramen,The Trio,1,xmult
Ramen,Throwback,1,xmult
Ramen,Trading Card,1,discards
Ramen,Triboulet,1,xmult
Ramen,Troubadour,1,scaling
Ramen,Vampire,2,scaling|xmult
Ramen,Wee Joker,1,scaling
Ramen,Yorick,2,discards|xmult
Red Card,Ride the Bus,2,+mult|scaling
Red Card,Rocket,1,scaling
Red Card,Runner,1,scaling
Red Card,Satellite,1,scaling
Red Card,Scholar,1,+mult
Red Card,Shoot the Moon,1,+mult
Red Card,Smiley Face,1,+mult
Red Card,Spare Trousers,2,+mult|scaling
Red Card,Square Joker,1,scaling
Red Card,Steel Joker,1,scaling
Red Card,Stone Joker,1,scaling
Red Card,Troubadour,1,scaling
Red Card,Vampire,1,scaling
Red Card,Walkie Talkie,1,+mult
Red Card,Wee Joker,1,scaling
Red Card,Wrathful Joker,1,+mult
Red Card,Zany Joker,1,+mult
Reserved Parking,Ride the Bus,2,aces|face-cards
Reserved Parking,Rocket,1,economy
Reserved Parking,Rough Gem,1,economy
Reserved Parking,Satellite,1,economy
Reserved Parking,Scary Face,2,aces|face-cards
Reserved Parking,Scholar,1,aces
Reserved Parking,Shoot the Moon,2,face-cards|held-in-hand
Reserved Parking,Smiley Face,2,aces|face-cards
Reserved Parking,Sock and Buskin,2,aces|face-cards
Reserved Parking,Space Joker,1,probability
Reserved Parking,Superposition,1,aces
Reserved Parking,Swashbuckler,1,economy
Reserved Parking,To Do List,1,economy
Reserved Parking,To the Moon,1,economy
Reserved Parking,Trading Card,1,economy
Reserved Parking,Triboulet,1,face-cards
Reserved Parking,Vagabond,1,economy
Ride the Bus,Rocket,1,scaling
Ride the Bus,Runner,1,scaling
Ride the Bus,Satellite,1,scaling
Ride the Bus,Scary Face,2,aces|face-cards
Ride the Bus,Scholar,2,+mult|aces
Ride the Bus,Shoot the Moon,2,+mult|face-cards
Ride the Bus,Smiley Face,3,+mult|aces|face-cards
Ride the Bus,Sock and Buskin,2,aces|face-cards
Ride the Bus,Spare Trousers,2,+mult|scaling
Ride the Bus,Square Joker,1,scaling
Ride the Bus,Steel Joker,1,scaling
Ride the Bus,Stone Joker,1,scaling
Ride the Bus,Superposition,1,aces
